Text,Datatype,token_count
This guy is secretly going long and hedging by being bearish on the media,Negative,17
"I need a a thousand bitcoins. I subbed, liked, shared, and followed Lol  ===>&<þ
B>7<þ
B",Question,39
Excellent thoughts! How important will community engagement be for Step Finance?,Question,14
"<If you stay invested and ignore the market's ups and downs, you'll make a lot of money in the long run; however, a severe market correction causes a lot of margin calls and sell-offs, driving the market even lower. People get greedy in this bull market, and it's extremely irresistible (fear of missing out) to buy more stocks with borrowed money or money they don't have. In the United States, people even bought stocks using their home equity line.>",Negative,99
"TOKEN OF APPRECIATION Well done,
@Icloud__boss1 ! I'm glad you're out there fighting these bad people. We need to do everything we can to keep these scumbags from taking advantage of the old and the general public. Good for YOU!! Big up brother, you should get the Nobel Prize for keeping us safedd",Neutral sentiment,72
You got lucky with Bitcoin. But luck doesn't make you an expert. Go back to school bro.,Negative,22
Bayarnya di ubah yang tadinya misal 80rb jadi 0.000sekian btc sesuai dengan harga,Noise,28
"Content creating is the hardest passive income to get into in general. Basically, you have to have the network of an influencer and that takes years (8 in your case). This is great info for aspiring content creators, I would say there are much better ways to make complete passive  income through high apy, diverse assets and etc. These are definitely real ways to make passive income and I appreciate your transparency at the beginning of how hard it is to do it. My advice is take a something you're already good at and build on it more or find a capital to start investing with *EXTREMETOPPERS=ácom* . If you play an instrument make sound bits, if you write release a book, have an eye for clothes? Thrift and up sale in your own store. You should be making money every minute of your day whether passive or direct",Neutral sentiment,177
"You are not paying attention to what's really going on. As an XRP holder, the banks will pay you to borrow it from you.  You will be the holder of what the bank needs. To charge others to use it",Negative,48
"4 million dollars...

..to go to a charity of your choice.",Noise,15
"Web3 Ignite IGNITE3 is the safest altcoin ever since its automatic algorithms stop paper hands, bot transactions, and bear markets. It will certainly reach $10 in no time.",Neutral sentiment,39
"Stock And Crypto Investment Is Changing The Narrative of So Many People, a Good Trading System And Would Put You Through Many Days of Success",Neutral sentiment,27
Why would they even send you the box stupid af,Question,11
"Great quality videos but in terms of fundamentals you really don't have a clue, for instance you can not even understand that fiat currencies are backed by the TAX Payers of each nation.",Neutral sentiment,38
"Hello, I'm new to forex trade And have been making huge losses but I recently see a lot of people earning from it. Can someone please tell me what I'm doing wrong",Question,37
Do not be the demand that causes others to suffer. All stop buying,Negative,15
i am works as an international online earning crypto project. Which is hundred percent decentralized system.A new token called FRGX is going to be launched in it. FRGX  token is an amazing token. The started price o.ooo114$ and BNB price o.ooo48BNB. The FRGX token is launching on December 20th. #FRGX #bnb #crypto,Neutral sentiment,79
"Brother, keep doing what youre doing. Im 46 years old and I am reconstructing my finances after all this time and this is absolute pure good",Positive,36
This is beyond stupid.  You should arrested for giving such an investment advise.   $2:SHIB means SHIB itself reorders over one quadrillion ($1000 trillions.).  Thats more  than double the total wealth of the entire world today!!!,Negative,56
"Like I always say, Crypto is here to stay. The only thing that leaves is the people who don't manage their risks. Manage that or surely the market will manage it for you. But with the right strategies you will survive.",Negative,48
"THE SAME IS WITH HIS $DADDY TOKEN. IT WENT .17, I MADE 4$ AND GOT OUT. NOW IT FELL 39% AND ALL DUMMIES ARE LOSING THEIR MONEY.",Negative,46
welp can you make another clip about how we should get rid of this.... include the Chart also,Question,21
"You know you made it when you ask a billionaire for a quick interview and he says...""Are you Jordan?"" You fr low key handled that like a pro!",Negative,33
"Congratulations sir Elon musk , may you have some of those d>>>>>>>>>>>>>>>>>>.= <ì<ç",Noise,56
"I started working with Alex Mathew back in June, and my financial goals have never been clearer. Its like having a strategic partner for my money with a solid track record.",Neutral sentiment,38
"I now have this monkey moment from the Wojak series, haha.",Noise,15
Please make more videos for crypto currency and coinswich app details,Neutral sentiment,13
"I'm thrilled to see the efforts being made to break down complex topics and make them accessible for everyone! It would be fantastic to reach out to Shytoshi Kusama or Kaal from the SHIB ECOSYSTEM for a deeper dive into this incredible world. As Raj Gokal highlighted, its all about decentralization and the power of the ""COMMUNITY""and the SHIB ARMY truly stands out in that regard! If you manage to land an interview with either of them, it would be a major WIN-WIN for the SHIB ARMY in India and TRS. Lets make it happen",Neutral sentiment,130
I will probably pick some up in the bear market. Great video.,Noise,15
Better to use rocks as currency than trust the government,Negative,11
I love Ellens Epstein Island stage for her show&so fetch,Noise,15
The anti-bot procedures implemented by Web3 Infinity INFTY3 foster confidence. This is a wonderful development.,Neutral sentiment,23
I tried to mining bitcoin in 2013 but i leftout cause my internet was fk slow,Neutral sentiment,20
"October 2024 is here, you still think it'll be 2$",Neutral sentiment,17
Trump took his money then took a sh  it on us,Negative,13
its not hitting £3K again until it goes to 0 and its game over. Until then it may hit over a £1M in the next couple years. This guy chatting shit.,Negative,40
"*When he said ""Welcome to the one video that will take u from cryptonoob to cryptogenius."" He actuallu meant it. Its best and simplest video about cryptocurrency or any currency I have ever seen.* Hats off to Arun for making it.",Positive,55
"Very good video - not in agreement on the full story, but definitely agree there are a lot  of bad actors in this industry. 

One area that was left out are macroeconomic realities. For example, the excessive increase in global government debt, which can lead to defaulting states. This is one actual reason to have globally decentralized currency. For example, Argentina defaulted on its debt in 2001, 2014, and was on the edge in 2019/2020. Ask folks from there how their savings fared vs. BTC in those years. 

Regarding NFTs: there are artists featured in this video (Vinnie Hager for example on the HBR article flashed up) who are decent people building community. Wondering if this video could have benefited from another perspective d",Negative,163
Promoting frogs coins on this chanel... for money they do whatever necesary....,Noise,18
"As someone who's bullish on both ETH and Cardano, I think it's worth considering Winp Token as well.",Neutral sentiment,25
Funny all think BTC is what the rich people are having most of them have 0 BTC,Negative,19
"I don't even like Crypto Amna, but now i can see that you can make money with it easily!",Neutral sentiment,24
Its easy. Dont believe just dont join them. No1 force. Own choice.,Negative,18
"That army is earning a lot of money by fooling me but now he will scam you can be sure..
Shiba inu scam coin dont buyy",Negative,34
"They spread this false news that the bad comments and reviews they get is from their competitors and this is so not true that believe is very false. I personally lost $69,000 in BTC to these guys. I was almost going insane. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section!!!! joehackBTC !!!!! via  telegram with my prove and everything they took legal actions against them and help filed a complaint against them and I got my money back, I was able to get all my money back less than 48 hours when the heat was unbearable for them.",Negative,130
Funny all think BTC is what the rich people are having most of them have 0 BTC,Negative,19
"Downturns are where tycoons are made. I feel for the more established age, however you ought to do all that could be within reach to twofold and triple your speculations assuming you are youthful or middle age.",Negative,49
"I feel pretty certain that anything that could be purchased on the dark web is likely stolen merchandise, similar to most of what is found in pawnshops.",Neutral sentiment,31
"All completely wrong except Saylor's last comment,education is free,dont waste money on useless subscriptions",Negative,21
"Hes clearly making sure he doesnt get sued or threatened again for promoting Doge, so he said dont buy but he loves it. Meaning buy it n be ready >¾>#=¸",Negative,47
"With his terribly user-unfriendly exchange, poor support,  complicated interface... what a shame",Noise,19
The world's greatest scam is the US Federal Reserve.  Crypto is miniscule in comparison to the Federal Reserve banking grift that has enslaved most of the world.,Negative,35
"Dan zanger world record 24000% return in 2 years, he use only one screen. Same mark minervini",Neutral sentiment,27
"Forget BTC, ETH, and SOL! Those are yesterday's news. If you're looking for the next big thing, REVUX is where you want to be. With its cutting-edge technology, a 100x return is inevitable.",Neutral sentiment,48
"Earn free OJX coin when you create a free $OJX Web wallet. #OJX wallet is easy to create, you only need email and password, plus you also earn free #OJACOIN daily when you login to your Web wallet daily.",Advertisement,57
Wow the ad was for a bs cryptocurrency nft scam,Negative,12
"James confused crypto currency with digital assets, of which there are many categories. 
He also confuses real tech value and innovation - a dozens of private blockchains that have replaced legacy systems - with scammy applications and ideas.  

He misses very relevant and key pieces of information:

- web 1, 2, and 3 are very real evolutions but web3 will take quite a while and not everything can or should be decentralised (see the Blockchain Dilemma), and much will be mixed eg, blockchain gaming where a game is centralised by assets are NFTs / tokens 
- there are Bitcoin scaling layers such as Lightning Network 
- BTC uses far less energy than the traditional banking sector
- yes energy is needed but it also guarantees a level of security never before seen!
- illicit use of BTC is very small (3%) and we all know the Trillions of dollars of fiat money used for illegal activity 
- if centralised exchanges have failed (and the point at which criminals get caught trying to cash their crypto!) then what does that say about centralised systems and governance??!!
- I suggest people do a simple Google search to see the dozens of companies allowing BTC transactions

I agree:
- that price volatility of BTC is a threat to adoption 
- relationships between projects and influencers is generally an absolute disgrace and I know exactly how these work
- security is a big problem but thats a symptom of innovation relying on insecure ""web2"" infrastructure as much as web3 infrastructure",Negative,304
This is so funny when blackrock and other huuuuge players now invest in BTC and see crypto as the future of money. Just proves how dumb the author is.,Negative,36
"Congratulations. I am going to go back to the beginning of your youtube channel to watch your journey. I am a believer in networking. Go to events with a pocket of my own cards to give anyone who wants one, but more importantly, get yours. Engage them there. but FOLLW UP. The money is in the follow up, because that is how you create relationships.",Neutral sentiment,79
"Never  talk about  crypto  again  .
XRP  is next Bitcoin",Neutral sentiment,17
Invest process karke dikhao please and analysis process ki kisme invest kiya aur kyu.,Neutral sentiment,22
That man is smart as shit and he's definitely looking out for us.....I'd say it gonna work out lol,Positive,24
The market cap says 11b in the video. currently its at 29b. so they burn all the supply in the future? Lol FOMO,Question,33
May as well throw your money away if your gonna kiss it away in non tangible investments like crypto,Negative,20
"I'm also from the future,  October 30, 2024 I've been sent to tell u to disregard my buddies advice. It's gone to zero. Buy HBAR instead.",Question,40
I'd laugh like an anime character too if I had a multi-million dollar BTC portfolio!,Neutral sentiment,19
"Working with Paulson Dmitriev has opened a new chapter in my life. A big turn around for me, i have been able to recover from my losses.",Positive,34
"If you spend $1,000 when Bitcoin was less than $1 in March 2011.  How much do you have now? $22 million US dollars.  I know someone did.  Stupid me I kept listening to idiots and didn't buy anything until I went up to almost $3,000. I don't care much about NFT and other coins but imo Bitcoin and Ethereum are the two coins I have to watch for.",Question,93
"If you don't understand crypto now, you will never understand it anyways, why bother. By 2040 your net worth may be measured in the amount of BTC you hold",Neutral sentiment,36
Phir se potato guruji Gussa ke phir se kuch halwa ulwa to na bol de===,Noise,30
"clas bisnis bakal mati kalo guru nya ga punya bisnis ,",Noise,18
"Now,this is why you should not ORDER iPhones. Instead go to a phone shop and buy it bc if you order it you might get scammed

But if its the dark web DONT ORDER ANYTHING At ALL",Negative,48
So crypto is trash. Basically the only point is that it's not hackable,Negative,17
And why would you buy from the dark web it might have body parts in it,Question,17
You think Crypto Amna is a joke? In two days you will be mad then,Negative,18
did he just tell me to buy z cash ?,Question,11
"Megan Kelly the hypocrite, wearing the sexy dress with the slit up to her snatch...look at me! Roger Ailes who?",Noise,29
Nft of Charlie bit my finger video makes sense now >%>%>%,Noise,16
New to banter! So glad cf introduced me to these guys!,Neutral sentiment,15
"PAPP, which was released in April, is now much stronger with its payment system!  No commission!  Great opportunity for mobile developers!  A complete investment opportunity!  Do not be late !!!",Neutral sentiment,42
So why do you post if XRP is not your game gfys a hole,Question,17
Thats what you get for being content creator for tik tok. Lol,Noise,16
"My regret in my life. === I buy a laptop gaming instead of bitcoin mining 10years ago===
As i remember i learn try to mine from that laptop but i dont if there is coin because i forget the address to==",Negative,61
Why would u buy BTC now? Look at the chart..,Question,13
That was awesome that you had the courage to just go for it and you went and you conquered!,Noise,21
Great vid! Loaded up last week on AIXBT TAO AIOZ MCADE VIRTUALS and Super Champs,Neutral sentiment,26
"SeaChain!!!!!
Unfortunately, I made money for this project, then these project owners took the money from this project and set up their own business. I made money for this project because unfortunately we were deceived because we were going to clean the waters of the world.(SeaChain is designed to be the missing link connecting crypto investors, gamers and environmentalists on behalf of the ocean. By combining automatic funding tokenomics with the volume generated by DeFi NFTs games we will develop a sustainable blockchain focused on solving real world problems and continue funding river barriers which drastically limit ocean plastic pollution.)",Neutral sentiment,118
Stacked up heavy on XAI25A$. This coin will leave doubters behind so fast. Next bull market is ours!,Negative,27
"Hey, whats wrong with poop jokes? All modern society is based on them. Dont attack poop jokes, breh.",Question,25
AEX Global Ambassador can give you a stable job in cryptocurrency,Neutral sentiment,13
Actually there is only monero left that is not a scam. But few people will use it as not an investment.,Negative,25
He likes dogecoin cause its a joke and ppl are thinking hes saying something cryptic ? The coin is a joke plain and simple,Negative,32
Well never say never. But this is great advice. And i see the picture you are painting. Its facts,Positive,23
"With ADA and SOL still in my bags I see the most improvement on Flokong, great pick",Positive,21
Dude you must of had insider info on ada. All makes sense now.,Question,17
"You dont need luck or MONEY to get rich Ok who will pay to the graphic designers, software developers, programmers?",Question,28
Whats is your opinion on LTC? Can you make analysis?,Question,13
If you know you know words from a very wealthy man today,Noise,15
Putin is to busy looking at her like a bear =; out of hibernation looking at a dead deer,Noise,23
Most ppl format their HDD with that bloody wallet dat files &. =,Neutral sentiment,16
If u had zero no way u have 0 unless u borrow right d,Question,16
Looking through this comment section is like looking for the invader who had sneaked through the ranks,Negative,20
It's Wow! My wife mother does this exact same thing. When she real going to do something else.,Noise,23
Is that financial advice... over here laughing all the way to the bank>#>#>#,Question,18
"Crypto will most probably work because of trends, not do much because of usefulness and trust. I'd rather go Paypal type transactions that is digitalized money from my bank that I trust. Crypto is also on the stock market (speculative) so it is as manipulated by a what so false demand of the law of offer and demand of the market, so It is still being artificially tempered with (speculative).  Good video by the way!",Neutral sentiment,90
"XRP for the bank system, XLM for every day people transaction.",Neutral sentiment,16
"Silly  guy , xrp is old crap with huge market cup. If You re stupid like Tou so invest of this old mushroom ==",Negative,32
Imagine being 257 IQ and everyone around you is running at speeds close to a 12 yr old.,Neutral sentiment,22
"Knew Cryptos were scammy& when Matt Damon started to promote it. Dude should have stuck to Jason Bourne - Ive lost my respect for him (and the other celebs who promoted this shit misaligning their values - the good ones at least)

Great job with the doc - I rely on these kinds of vids far more than any main stream media/news.",Negative,78
It won't be 2$ for long once everyone starts selling,Positive,14
Love Tate but that doesn't mqke sense. Bitcoin was below a dollar for years....eth as well. The people that bought in early and held for years are the ones who made the most money.,Negative,42
"Bitcoin price is too high, I am searching for an altcoin that can give better result than bitcoin. Do you have any idea? No matter coin can be old or new.",Question,37
The novelty of INFTY3 Token inspires me. It is widening the scope of the conceivable.,Neutral sentiment,21
Just snagged some Winp Tokens in the presale. 1:54 let's gooo boys,Negative,22
$150k-$180 this year if we are lucky!! This thing would have blown up to the moon already so good luck to all of us working poor!!,Positive,33
Web3 Infinity token is generating a lot of buzz. It's making me curious about its potential for growth.,Neutral sentiment,23
Hands down and by far the BEST explanation and non-hyped deep dive into XRP I have ever watched. Thank you for this. I get tired of explaining this to friends. I will now forward this. Very much appreciated.,Neutral sentiment,47
"This is not just a video, it is a documentary.",Neutral sentiment,13
"Congratulations to the host and guest. Great podcast. I usually don't comment but this time I am motivated to do so to request another podcast with the guest. Please consider doing more such podcasts with him. Atleast one more, and let's dig deeper into the topic.",Neutral sentiment,56
You stick with your crappy shiba inu token mate hahahahahaha,Noise,17
"8 8G agr &?.G > last 1ya2 yr > p&l 6G/0 0(G K 9KG $K 8@ >( + >/G@. 8MM0@( G52 $-@ 6G/0 9K 09> 9K> [, *M0I+? 9K 09> 9K.
Y 'B0M$ 8G 5@!?/K &?> 0 G2@M0>. H(2 M5>( 0(G K 9$G 9H",Noise,172
10 cents would be sweet... I am ready to wait 10 years for that,Noise,17
Nop broo never gonna happen keeep holding until 2100 ===,Noise,22
"Many comments are making fun of Bezos' fake phone call but truth is that it is REAL and he has been on it for over 4 hours that's because he is trying to get through to ""customer NO service"" at Amazon!",Negative,49
You think ©XAI97C is a joke? In two days you will be mad then,Negative,20
Bitcoin is a ponzi scheme - maybe. But all securities currencies etc are based in someone else buying from you at a higher price. Therefore is everything a Ponzi scheme? And lets not forget about the criminal futures options and derivatives exchanges.,Question,51
But he is all in on the government created Bitcoin and Ethereum ===.... dude is either dumb or a shill. Wow,Negative,30
"I'VE BEEN SEEING POST EVERYWHERE ABOUT FOREX TRADING AND CRYPTO CURRENCY,  A LOT OF PEOPLE KEEP SAYING THINGS ABOUT THIS TRADING PLATFORMS PLEASE CAN SOMEONE LINK ME TO SOMEBODY WHO CAN PUT ME THROUGH..?",Question,54
"If/when the world turns to shyt, your magic internet money won't do you any good if it doesn't physically exist! If it only exists on an app on your phone, is it even real? If you can't physically touch it how can you physically trade it?",Question,58
Even my grandma asked me to hodl ©XAI97C she knows man,Noise,17
"Oddly, all these scammers present themselves on social media as some kind of freedom fighters.",Negative,20
"People need to realise this has just shown how unsupported crypto is, riskiest asset you can have, its straight gambling , get out while you can",Negative,32
I've tried signing up on Moonshot and Bybjt but it say unsupported region. I'm from Minnesota,Question,23
The autonomous algorithms of INFTY3 Token are a game-changer. Looking forward to seeing how it performs!,Neutral sentiment,24
So your saying my phone can give me unlimited hash?,Question,12
"You really are bias, pointing out all the scams and examples fitting your narative or opinion. There's more scams on fiat currency than anything else. The point of crypto is removing the middle man...where all the scams in fiat takes place. Sure, people are getting scammed on crypto. This does not mean crypto is a scam.",Negative,69
Web3Infinity Token is not just a project; it's a community of like-minded individuals striving towards a similar objective. Join the presale and become part of this tremendous movement that's changing the future of finance!,Neutral sentiment,44
U time traveled and that's all you came back with? But I do have 6mil coins,Question,21
"Maine yeh 10 saal pehle leke bech diye, 88 bitcoins=
",Noise,21
is it possible that someone can crash the entire cypto market?,Question,14
This guy is still clinging onto his false hope huh? =,Question,14
"""Wow, what an incredible video! The content was so well-thought-out, and I really appreciate the effort you put into making it engaging and informative. The editing, the flow, and your passion really stood out. Looking forward to more amazing content from youkeep up the fantastic work!""",Neutral sentiment,61
I dont think this one is going to age well. Ask Larry Fink.  You have separate the potential of the Tech ( especially in the age of AI) with bad actors.  You cant be angry and call algorithms scammers.  Its depends who is using it.  Branding everyone who believed in it is as delusional is sweeping and childish. To poo poo an industry with a lot of brilliant minds that way is arrogance or immaturity & take your pick.,Negative,111
"We need to put that song ""pepe pepe por ahi viene pepe"" lets go hopefully we sky rocket",Noise,25
"But the irony is, world superpowers are the largest crypto hodlers",Negative,15
Buying all the bags of $XAI99C I can get. The reason is obvious,Neutral sentiment,19
Crypto was just a way to test the new digital currencies that every central bank in the world is going to implement. China already has its own digital Yen that its people have been already been using. All the block chain really is just a way to test to see if these digital currencies would work for the central banks,Neutral sentiment,63
all things rocketed an my XRP still chilling so enoying,Noise,15
"It works by getting rid of the intermediaries. Trust me, I've been in this space for a decade.",Neutral sentiment,24
I heard a bird say to me that bitcoin goes to a billion,Negative,14
200k XAI25A$ and counting. Everyone else just gonna FOMO later lol =%,Noise,22
"With the rise of Bitcoin and the potential for small caps to outperform, I'm cautiously optimistic. Still, with the market volatility and economic uncertainty, it's tough to decide where to allocate funds. Keeping an eye on AI stocks like NVIDIA, but also considering diversification in this environment.",Neutral sentiment,59
"The moment Alex Becker joined Bellumbit, I knew I had to act. This presale is pure gold, and the future is looking insanely bright with major exchange listings ahead! <=È",Negative,41
"Anyone who sees crypto and Bitcoin as the same thing has not understood anything. Crypto belongs to fiat and is a scam like the dollar and central banks. Bitcoin, on the other hand, is the key to a better world.",Negative,46
"This was all a marketing segment, I doubt ripple actually gave Ellen 4mil probably more like 4mil in stock for the huge platform she put ripple out on",Negative,34
Lol lol lol Jerry. U wer wrong. Xrp is pumping. ====,Noise,24
"O MAIS DOIDO ELES DESCOBRIU QUE O SATOSHI ESTAVA NO BRASIL O ÍNDICE NO 120 MIL , OLHA O PREÇO BROTHER! É MUITO EMOCIONANTE !",Noise,53
"guys, for those that did not buy btc, buy KASPA. its an updated version of btc",Neutral sentiment,23
So what youre saying is buy something cheap and simply sell it for 10 times more than you paid for it. I never thought of that.,Negative,32
I want to buy dogecoin??  How can I research about it,Question,16
Thanks for explaining block chains way better than a block chains explained video =,Neutral sentiment,16
"Dollar cost averaging. Invest in you crypto portfolio consistently as if you are paying rent. Don't make the mistake of investing into many project but also don't put all your eggs in one basket. Take profits but reinvest it in other crypto. Only cash out when you absolutely have to

Edit: also make sure you research paying taxes on profits. There are ways to get around this if you are reinvesting it into crypto",Neutral sentiment,88
"Crypto currency and NFTs will outsmart the banking system in the nearest future serving as a global fiat. Already making over 85% profit from my current investment, all thanks to Mrs Karina Hilas.",Positive,44
I want to buy a Tesla Model 3 with Dogecoin. Do you accept the payment with Dogecoin?,Question,25
7 followers bruh thats about the amount I made in 4 months,Noise,17
I ordered something from the dark web end when it arrived it was a pipe bomb I don't know what to do with it so I just have a pipe bomb now.,Question,35
Would gladly trade Biden for putin. At least putin cares about his country.,Negative,18
He comfessed in court about him dumping doge before SNL with private wallets and tesla wallets  he was printing money from doge he said in court judge no care.,Negative,38
You have vug on there but schg has outperformed it. Im just starting to learn about investing but Id like to know your thoughts on SCHG vs VUG.,Question,41
"Amazing work pik cyber so delighted you are out there connecting with these wastes of time.
We want to do all that we can for spare the more settled and the general populace from these revolting tricksters! Commendation to YOU!! You merit the Nobel prize for keeping us safe.big up family..!!",Neutral sentiment,63
davinci invite everyone to buy xrp by promoting giving away t-shirts to everyone with the xrp logo invitation to buy xrp,Neutral sentiment,28
Bhai eehhaaaaa or jaa life style par video banao true hai ya fake hai,Noise,21
"With all do respect James,are you insane?!
Did you lose some money?
Millions of people are going to watch this misinformation,right or wrong you shouldnt have done this.this is very childish and feels like you need to revenge someone or something.
Is there any money market or currency that hasnt been abused by some greedy folk?
You lost a lot of traction with this mistake.its not about being rich silly,its about a future you obviously dont understand.",Negative,101
"Get kaspa if you want to react like this in 10 years, remember me",Noise,18
"Considering the current market dynamics, Web3 Infinity token has sparked my interest. It might be worth exploring further.",Neutral sentiment,23
"Dude, give up on xrp already. Its a stable coin. Its not going to go parabolic ever.",Negative,29
Such a clever man with humour and decency. How come the rest like gates soros etc are absolute scum?,Negative,24
Flying under the radar is the exact same shady marketing being used to shill precious metals to Boomers.,Negative,22
"But the world turns on speculation ,,, gold , metals , oil  etc



even currency,, its all the same PROMISE TO PAY  ponzi",Negative,31
I missed the first wave I would of lost in the 2nd wave Now weareallsatoshi and wow I now hello Bitcoin amazing I caught it this time so blessed and we have an amazing supportive community Proof of Reserve it where its at,Positive,52
Bruh it's the dark web you think your getting a phone =,Noise,16
"Success will come from RSI 14, default settings. Forgot the divergence. Just try to dig out the secrets. Will make you rich.. <",Neutral sentiment,32
Most time having knowledge or insight about a particular activity can as well be a pleasing exercise. I can boldly say that Fundrecvry are experts in 12 word phrase recovery that has helped many people,Neutral sentiment,40
"And you sir, sitting there in your T and cap, how can you say this with anymore certainty than those suggesting  what you're apposing. I'm thinking you lack any knowledge, or connections to make such statements.",Question,46
I'm betting big on Revux  a project with enormous potential. Can't wait to see it take off!,Neutral sentiment,25
"Forget BTC, ETH, and SOL! Those are yesterday's news. If you're looking for the next big thing, REVUX is where you want to be. With its cutting-edge technology, a 100x return is inevitable.",Neutral sentiment,48
"Great video, it's nice to hear a counter view to the craze.",Neutral sentiment,17
===== this guy doesnt know what hes talking about no more. He just got lucky with Bitcoin =¯,Negative,34
"Web3 Infinity token has proven itself to be a project worth investing in. Its vision, technology, and community support give me confidence in its long-term success.",Neutral sentiment,33
"Hello I'm new to bitcoin trade and i have been making few loses, but recently i see a lot of people earning from it , can someone please give me a new strategy or at least tell me what I'm doing wrong?",Question,47
"They arent accepting it because it doesnt make them millions, it makes us millions. They saw how easy it was to become a millionaire now they dont want that. Nope, its real money. Suck it up",Negative,51
Waqar zaka koi attitude ki zarort nh ..mjy 5 lacs Pakistani rupees dy do or ek maah k baad 10 lacs lylo ...me khud crypto ka bap hu =ª=ª=ª bss financial weakness hy just,Negative,59
"With strong partners, #Sealwifhat is poised to take off. As the cutest meme token on Solana, it is primed for explosive growth. 
#SI",Neutral sentiment,38
I am working on crypto This is a very amazing crypto currency token that is going to be launched with a very low starting price #FRGX #bnb #crypto,Question,33
"Got to learn more about this, I thought I knew enough but I see I do not...",Negative,20
Amazing post &amp; information. I took advantage of the 200% deposit.,Neutral sentiment,18
"He stole the idea from ripple, xrp is better and cheaper and it doesn't belong to china",Neutral sentiment,21
"Going mainstream. Creative Artists Agency (Hollywood PowerHouse) is now powering Theta token on its 15th node. Deal in the making for 1.5 years. Finally signed off last month. They represent Beyonce, Tom Cruise, David Beckham, Jennifer Lawrence and the list goes on. Tfuel needed to buy nft's. Tfuel staking 30th June",Neutral sentiment,78
"Love your energy, you really been putting me on with some game=ª=ª",Noise,18
im going to change the date on my computer to then or should i say now :D,Question,19
"Has anyone come across the $KIKI meme coin on Base before? Thinking about buying some, curious to hear others' experiences with it.",Question,30
USDT is very convenient for easily and quickly buying and selling almost all assets,Neutral sentiment,16
"Anybody can stand in front of a price chart and make claims, in crypto anything is possible",Neutral sentiment,20
Casey you told us you were selling at 32.  Whats up?,Question,19
"In this bull run, I'm all in on meme and DeFi projects! My top picks are ADX(Adaxum), Injective, Doge, and Pepe.",Neutral sentiment,38
Has anyone tested **Squid Router**? Curious how well cross-chain swaps work.,Question,20
"NFT for me was always just like real art in the world, I am pretty sure the rich use it for  money laundering and moving money, no painting, sculptures, statues worth millions for real.",Negative,42
If u did buy xrp at 0.4 u would be happy by now.  But it is not too late. Xrp will double faster THANK  BTC.,Neutral sentiment,36
Your research consisted of watching Folding ideas video and making a few production changes,Neutral sentiment,20
"Recently, I delved into SONY432R and found that its applications in the blockchain sector are extensive, especially in addressing current technological bottlenecks. I'm excited about its potential market performance in the coming years and plan to hold onto it long-term.",Neutral sentiment,53
"¿ ¬²¬Ë °..!¬¿°¾  ¿ ¬²ÇÇ¨.!®Â°Í ¬¾¾²¿dÍ°¿ªÍË¾°Ç¨Í¸¿ ¬ÁÇ ¿Á?¹Á¦¾ ¿²Í²¾ß,..",Noise,82
"Are you talking about. Bitcoin, I bought BTC in 2014, sold it later, so don't say that you can't be rich overnight, then you are lying. If XRP reaches $39 value, I am also a millionaire, I bought XRP in 2015.",Question,60
one of the best videos i've ever seen!! truly eye opening,Noise,14
Hmmm. Spend fake printed dollars on thin air. What the hell do i have to lose?,Question,21
XAI215T is going to be in the blue sky territory soon. Going to surpass Solana Market cap.,Neutral sentiment,24
Missed the Cardano boat? Web3 Infinity token is still early! What do you think?,Question,21
In my eyes TRUP200X looks like a copy of BTC,Positive,14
"That's funny because if shiba inu ever crashes, some people will go bankrupt",Negative,18
"What sites are still up? My favorite sites on the dark are both dead :(, I want to talk to my alien friends again.",Question,28
"The process of trading can be complicated when you have limited knowledge. However, with the right strategy and setups, you can be successful. That's the whole point of investing.I got into the market with 10k and Im up with 368k in a short period of time . I was able to build a business from my returns =",Neutral sentiment,72
1st of all do you have so much money to afford 2 iphones?,Question,19
I used to have 10 in my account in 2013 but lost my wallet password >&<ü,Noise,22
He just said it a joke and yall still buying this shit. Smhhh,Noise,18
"Yeah crypto is new space and people should be very careful with their money but don't sleep on potential to earn milions of dollars when it's in front of you. Many people who listened to Musk and other smart people are now driving Lambos because they made smart decision to invest some percentage of their portfolio into assets like Bitcoin and Doge, so dogecoin to the moon  ===",Neutral sentiment,84
"When TRUP200X reaches 10,000 USD, the same people will regret not buying it when it was priced at 30USD.",Neutral sentiment,30
How can u flip $0 tho? WTH is he talking about rn,Question,16
"He looks retarded hahahaah !!! He HAD to be a
BUTTCOIN MAXI .. JUST HAD TO BE. ===>!",Noise,38
Buy $Papenova on base it'll be next PEPE soon you miss this 200x coin dont miss this =8,Neutral sentiment,30
recently invested in ETH and I'm happy with my decision. But I'm also intrigued by $WNP and the possibilities it presents.,Neutral sentiment,29
Y ? Go to Doctor take medicine for mental problem 1st-,Noise,15
"Bald man is a liar XRP has clarity, bitcoin doesn't.",Negative,16
"What I do is take out profits.

Only been in crypto 2-3 weeks and I almost have a full ETH",Neutral sentiment,25
"Ich kann das alles nicht mehr, wann hören die Leute auf Scheiße zu sein xD",Noise,22
"ARE YOU STILL THERE DOUBTING AND  WATCHING WHILE  OTHERS ARE MAKING  COOL MONEY FROM BITCOIN  INVESTMENT , I WILL ENCOURAGE YOU TO START INVESTING TO SECURE A BETTER FINANCIAL.... FREEDOM",Question,56
Keep that same energy or I'll sell you my bags at double digits. Thanks in advance,Positive,19
